"Sample_name"	"Comment"	"Flask_number"	"Replicate_number"	"Colony_count"	"Volume_plated_mL"	"Dilution_applied"	"CFU_mL"	"Time"	"Wire_treatment"	"Strain"	"DMSO_treatment"	"Technical_mean_CFU_mL"	"Technical_stdev_CFU_mL"	"Biological_mean_CFU_mL"	"Biological_stdev_CFU_mL"
"0-1.1-H"	"2025-07-07_0hr_Wire+10%inoc∆hcn_1_A-F"	1.5	1	559	0.1	1e+05	5.59e+08	0	"Wire included"	"∆hcn"	"No DMSO"	495666666.666667	72885755.3526979	517500000	43760020.4974746
"0-1.1-H"	"2025-07-07_0hr_Wire+10%inoc∆hcn_1_A-F"	1.5	2	512	0.1	1e+05	5.12e+08	0	"Wire included"	"∆hcn"	"No DMSO"	495666666.666667	72885755.3526979	517500000	43760020.4974746
"0-1.1-H"	"2025-07-07_0hr_Wire+10%inoc∆hcn_1_A-F"	1.5	3	416	0.1	1e+05	4.16e+08	0	"Wire included"	"∆hcn"	"No DMSO"	495666666.666667	72885755.3526979	517500000	43760020.4974746
"0-1.2-H"	"2025-07-07_0hr_Wire+10%inoc∆hcn_1_A-F"	1.6	1	683	0.1	1e+05	6.83e+08	0	"Wire included"	"∆hcn"	"No DMSO"	546333333.333333	131804147.633272	517500000	43760020.4974746
"0-1.2-H"	"2025-07-07_0hr_Wire+10%inoc∆hcn_1_A-F"	1.6	2	536	0.1	1e+05	5.36e+08	0	"Wire included"	"∆hcn"	"No DMSO"	546333333.333333	131804147.633272	517500000	43760020.4974746
"0-1.2-H"	"2025-07-07_0hr_Wire+10%inoc∆hcn_1_A-F"	1.6	3	420	0.1	1e+05	4.2e+08	0	"Wire included"	"∆hcn"	"No DMSO"	546333333.333333	131804147.633272	517500000	43760020.4974746
"0-1.3-H"	"2025-07-07_0hr_Wire+10%inoc∆hcn_1_A-F"	1.7	1	616	0.1	1e+05	6.16e+08	0	"Wire included"	"∆hcn"	"No DMSO"	567333333.333333	60928920.3361863	517500000	43760020.4974746
"0-1.3-H"	"2025-07-07_0hr_Wire+10%inoc∆hcn_1_A-F"	1.7	2	499	0.1	1e+05	4.99e+08	0	"Wire included"	"∆hcn"	"No DMSO"	567333333.333333	60928920.3361863	517500000	43760020.4974746
"0-1.3-H"	"2025-07-07_0hr_Wire+10%inoc∆hcn_1_A-F"	1.7	3	587	0.1	1e+05	5.87e+08	0	"Wire included"	"∆hcn"	"No DMSO"	567333333.333333	60928920.3361863	517500000	43760020.4974746
"0-1.4-H"	"2025-07-07_0hr_Wire+10%inoc∆hcn_1_A-F"	1.8	1	527	0.1	1e+05	5.27e+08	0	"Wire included"	"∆hcn"	"No DMSO"	460666666.666667	64578118.0689971	517500000	43760020.4974746
"0-1.4-H"	"2025-07-07_0hr_Wire+10%inoc∆hcn_1_A-F"	1.8	2	457	0.1	1e+05	4.57e+08	0	"Wire included"	"∆hcn"	"No DMSO"	460666666.666667	64578118.0689971	517500000	43760020.4974746
"0-1.4-H"	"2025-07-07_0hr_Wire+10%inoc∆hcn_1_A-F"	1.8	3	398	0.1	1e+05	3.98e+08	0	"Wire included"	"∆hcn"	"No DMSO"	460666666.666667	64578118.0689971	517500000	43760020.4974746
"0-2.1-H"	"2025-07-07_0hr_NoWire+10%inoc∆hcn_2_A-F"	2.5	1	566	0.1	1e+05	5.66e+08	0	"No wire"	"∆hcn"	"No DMSO"	4.84e+08	71582120.6726931	512250000	22107690.9694341
"0-2.1-H"	"2025-07-07_0hr_NoWire+10%inoc∆hcn_2_A-F"	2.5	2	434	0.1	1e+05	4.34e+08	0	"No wire"	"∆hcn"	"No DMSO"	4.84e+08	71582120.6726931	512250000	22107690.9694341
"0-2.1-H"	"2025-07-07_0hr_NoWire+10%inoc∆hcn_2_A-F"	2.5	3	452	0.1	1e+05	4.52e+08	0	"No wire"	"∆hcn"	"No DMSO"	4.84e+08	71582120.6726931	512250000	22107690.9694341
"0-2.2-H"	"2025-07-07_0hr_NoWire+10%inoc∆hcn_2_A-F"	2.6	1	598	0.1	1e+05	5.98e+08	0	"No wire"	"∆hcn"	"No DMSO"	541666666.666667	53724606.4046386	512250000	22107690.9694341
"0-2.2-H"	"2025-07-07_0hr_NoWire+10%inoc∆hcn_2_A-F"	2.6	2	536	0.1	1e+05	5.36e+08	0	"No wire"	"∆hcn"	"No DMSO"	541666666.666667	53724606.4046386	512250000	22107690.9694341
"0-2.2-H"	"2025-07-07_0hr_NoWire+10%inoc∆hcn_2_A-F"	2.6	3	491	0.1	1e+05	4.91e+08	0	"No wire"	"∆hcn"	"No DMSO"	541666666.666667	53724606.4046386	512250000	22107690.9694341
"0-2.3-H"	"2025-07-07_0hr_NoWire+10%inoc∆hcn_2_A-F"	2.7	1	562	0.1	1e+05	5.62e+08	0	"No wire"	"∆hcn"	"No DMSO"	503666666.666667	62915286.9605896	512250000	22107690.9694341
"0-2.3-H"	"2025-07-07_0hr_NoWire+10%inoc∆hcn_2_A-F"	2.7	2	437	0.1	1e+05	4.37e+08	0	"No wire"	"∆hcn"	"No DMSO"	503666666.666667	62915286.9605896	512250000	22107690.9694341
"0-2.3-H"	"2025-07-07_0hr_NoWire+10%inoc∆hcn_2_A-F"	2.7	3	512	0.1	1e+05	5.12e+08	0	"No wire"	"∆hcn"	"No DMSO"	503666666.666667	62915286.9605896	512250000	22107690.9694341
"0-2.4-H"	"2025-07-07_0hr_NoWire+10%inoc∆hcn_2_A-F"	2.8	1	457	0.1	1e+05	4.57e+08	0	"No wire"	"∆hcn"	"No DMSO"	519666666.666667	56871199.5067216	512250000	22107690.9694341
"0-2.4-H"	"2025-07-07_0hr_NoWire+10%inoc∆hcn_2_A-F"	2.8	2	534	0.1	1e+05	5.34e+08	0	"No wire"	"∆hcn"	"No DMSO"	519666666.666667	56871199.5067216	512250000	22107690.9694341
"0-2.4-H"	"2025-07-07_0hr_NoWire+10%inoc∆hcn_2_A-F"	2.8	3	568	0.1	1e+05	5.68e+08	0	"No wire"	"∆hcn"	"No DMSO"	519666666.666667	56871199.5067216	512250000	22107690.9694341
"24-1.1-H"	"2025-07-08_24hr_Wire+10%inoc∆hcn_1_A-F"	1.5	1	153	0.1	1e+06	1.53e+09	24	"Wire included"	"∆hcn"	"No DMSO"	1413333333.33333	466082968.293558	1227500000	151605049.088383
"24-1.1-H"	"2025-07-08_24hr_Wire+10%inoc∆hcn_1_A-F"	1.5	2	90	0.1	1e+06	9e+08	24	"Wire included"	"∆hcn"	"No DMSO"	1413333333.33333	466082968.293558	1227500000	151605049.088383
"24-1.1-H"	"2025-07-08_24hr_Wire+10%inoc∆hcn_1_A-F"	1.5	3	181	0.1	1e+06	1.81e+09	24	"Wire included"	"∆hcn"	"No DMSO"	1413333333.33333	466082968.293558	1227500000	151605049.088383
"24-1.2-H"	"2025-07-08_24hr_Wire+10%inoc∆hcn_1_A-F"	1.6	1	128	0.1	1e+06	1.28e+09	24	"Wire included"	"∆hcn"	"No DMSO"	1053333333.33333	196553639.837408	1227500000	151605049.088383
"24-1.2-H"	"2025-07-08_24hr_Wire+10%inoc∆hcn_1_A-F"	1.6	2	93	0.1	1e+06	9.3e+08	24	"Wire included"	"∆hcn"	"No DMSO"	1053333333.33333	196553639.837408	1227500000	151605049.088383
"24-1.2-H"	"2025-07-08_24hr_Wire+10%inoc∆hcn_1_A-F"	1.6	3	95	0.1	1e+06	9.5e+08	24	"Wire included"	"∆hcn"	"No DMSO"	1053333333.33333	196553639.837408	1227500000	151605049.088383
"24-1.3-H"	"2025-07-08_24hr_Wire+10%inoc∆hcn_1_A-F"	1.7	1	105	0.1	1e+06	1.05e+09	24	"Wire included"	"∆hcn"	"No DMSO"	1123333333.33333	375410886.008029	1227500000	151605049.088383
"24-1.3-H"	"2025-07-08_24hr_Wire+10%inoc∆hcn_1_A-F"	1.7	2	79	0.1	1e+06	7.9e+08	24	"Wire included"	"∆hcn"	"No DMSO"	1123333333.33333	375410886.008029	1227500000	151605049.088383
"24-1.3-H"	"2025-07-08_24hr_Wire+10%inoc∆hcn_1_A-F"	1.7	3	153	0.1	1e+06	1.53e+09	24	"Wire included"	"∆hcn"	"No DMSO"	1123333333.33333	375410886.008029	1227500000	151605049.088383
"24-1.4-H"	"2025-07-08_24hr_Wire+10%inoc∆hcn_1_A-F"	1.8	1	140	0.1	1e+06	1.4e+09	24	"Wire included"	"∆hcn"	"No DMSO"	1.32e+09	156204993.518133	1227500000	151605049.088383
"24-1.4-H"	"2025-07-08_24hr_Wire+10%inoc∆hcn_1_A-F"	1.8	2	114	0.1	1e+06	1.14e+09	24	"Wire included"	"∆hcn"	"No DMSO"	1.32e+09	156204993.518133	1227500000	151605049.088383
"24-1.4-H"	"2025-07-08_24hr_Wire+10%inoc∆hcn_1_A-F"	1.8	3	142	0.1	1e+06	1.42e+09	24	"Wire included"	"∆hcn"	"No DMSO"	1.32e+09	156204993.518133	1227500000	151605049.088383
"24-2.1-H"	"2025-07-08_24hr_NoWire+10%inoc∆hcn_2_A-F"	2.5	1	78	0.1	1e+07	7.8e+09	24	"No wire"	"∆hcn"	"No DMSO"	9266666666.66667	5352880844.30555	6.35e+09	1760251359.46116
"24-2.1-H"	"2025-07-08_24hr_NoWire+10%inoc∆hcn_2_A-F"	2.5	2	152	0.1	1e+07	1.52e+10	24	"No wire"	"∆hcn"	"No DMSO"	9266666666.66667	5352880844.30555	6.35e+09	1760251359.46116
"24-2.1-H"	"2025-07-08_24hr_NoWire+10%inoc∆hcn_2_A-F"	2.5	3	48	0.1	1e+07	4.8e+09	24	"No wire"	"∆hcn"	"No DMSO"	9266666666.66667	5352880844.30555	6.35e+09	1760251359.46116
"24-2.2-H"	"2025-07-08_24hr_NoWire+10%inoc∆hcn_2_A-F"	2.6	1	64	0.1	1e+07	6.4e+09	24	"No wire"	"∆hcn"	"No DMSO"	5266666666.66667	981495457.622364	6.35e+09	1760251359.46116
"24-2.2-H"	"2025-07-08_24hr_NoWire+10%inoc∆hcn_2_A-F"	2.6	2	47	0.1	1e+07	4.7e+09	24	"No wire"	"∆hcn"	"No DMSO"	5266666666.66667	981495457.622364	6.35e+09	1760251359.46116
"24-2.2-H"	"2025-07-08_24hr_NoWire+10%inoc∆hcn_2_A-F"	2.6	3	47	0.1	1e+07	4.7e+09	24	"No wire"	"∆hcn"	"No DMSO"	5266666666.66667	981495457.622364	6.35e+09	1760251359.46116
"24-2.3-H"	"2025-07-08_24hr_NoWire+10%inoc∆hcn_2_A-F"	2.7	1	45	0.1	1e+07	4.5e+09	24	"No wire"	"∆hcn"	"No DMSO"	5433333333.33333	1365039681.96288	6.35e+09	1760251359.46116
"24-2.3-H"	"2025-07-08_24hr_NoWire+10%inoc∆hcn_2_A-F"	2.7	2	48	0.1	1e+07	4.8e+09	24	"No wire"	"∆hcn"	"No DMSO"	5433333333.33333	1365039681.96288	6.35e+09	1760251359.46116
"24-2.3-H"	"2025-07-08_24hr_NoWire+10%inoc∆hcn_2_A-F"	2.7	3	70	0.1	1e+07	7e+09	24	"No wire"	"∆hcn"	"No DMSO"	5433333333.33333	1365039681.96288	6.35e+09	1760251359.46116
"24-2.4-H"	"2025-07-08_24hr_NoWire+10%inoc∆hcn_2_A-F"	2.8	1	64	0.1	1e+07	6.4e+09	24	"No wire"	"∆hcn"	"No DMSO"	5433333333.33333	907377172.587747	6.35e+09	1760251359.46116
"24-2.4-H"	"2025-07-08_24hr_NoWire+10%inoc∆hcn_2_A-F"	2.8	2	46	0.1	1e+07	4.6e+09	24	"No wire"	"∆hcn"	"No DMSO"	5433333333.33333	907377172.587747	6.35e+09	1760251359.46116
"24-2.4-H"	"2025-07-08_24hr_NoWire+10%inoc∆hcn_2_A-F"	2.8	3	53	0.1	1e+07	5.3e+09	24	"No wire"	"∆hcn"	"No DMSO"	5433333333.33333	907377172.587747	6.35e+09	1760251359.46116
"72-1.1-H"	"2025-07-10_72hr_Wire+10%inoc∆hcn_1_A-F"	1.5	1	204	0.1	1e+05	2.04e+08	72	"Wire included"	"∆hcn"	"No DMSO"	1.62e+08	3.8e+07	104250000	65493175.6796543
"72-1.1-H"	"2025-07-10_72hr_Wire+10%inoc∆hcn_1_A-F"	1.5	2	152	0.1	1e+05	1.52e+08	72	"Wire included"	"∆hcn"	"No DMSO"	1.62e+08	3.8e+07	104250000	65493175.6796543
"72-1.1-H"	"2025-07-10_72hr_Wire+10%inoc∆hcn_1_A-F"	1.5	3	130	0.1	1e+05	1.3e+08	72	"Wire included"	"∆hcn"	"No DMSO"	1.62e+08	3.8e+07	104250000	65493175.6796543
"72-1.2-H"	"2025-07-10_72hr_Wire+10%inoc∆hcn_1_A-F"	1.6	1	62	0.1	1e+05	6.2e+07	72	"Wire included"	"∆hcn"	"No DMSO"	51666666.6666667	9291573.24317757	104250000	65493175.6796543
"72-1.2-H"	"2025-07-10_72hr_Wire+10%inoc∆hcn_1_A-F"	1.6	2	44	0.1	1e+05	4.4e+07	72	"Wire included"	"∆hcn"	"No DMSO"	51666666.6666667	9291573.24317757	104250000	65493175.6796543
"72-1.2-H"	"2025-07-10_72hr_Wire+10%inoc∆hcn_1_A-F"	1.6	3	49	0.1	1e+05	4.9e+07	72	"Wire included"	"∆hcn"	"No DMSO"	51666666.6666667	9291573.24317757	104250000	65493175.6796543
"72-1.3-H"	"2025-07-10_72hr_Wire+10%inoc∆hcn_1_A-F"	1.7	1	29	0.1	1e+05	2.9e+07	72	"Wire included"	"∆hcn"	"No DMSO"	32333333.3333333	14294521.0949277	104250000	65493175.6796543
"72-1.3-H"	"2025-07-10_72hr_Wire+10%inoc∆hcn_1_A-F"	1.7	2	20	0.1	1e+05	2e+07	72	"Wire included"	"∆hcn"	"No DMSO"	32333333.3333333	14294521.0949277	104250000	65493175.6796543
"72-1.3-H"	"2025-07-10_72hr_Wire+10%inoc∆hcn_1_A-F"	1.7	3	48	0.1	1e+05	4.8e+07	72	"Wire included"	"∆hcn"	"No DMSO"	32333333.3333333	14294521.0949277	104250000	65493175.6796543
"72-1.4-H"	"2025-07-10_72hr_Wire+10%inoc∆hcn_1_A-F"	1.8	1	172	0.1	1e+05	1.72e+08	72	"Wire included"	"∆hcn"	"No DMSO"	1.71e+08	24515301.3442625	104250000	65493175.6796543
"72-1.4-H"	"2025-07-10_72hr_Wire+10%inoc∆hcn_1_A-F"	1.8	2	146	0.1	1e+05	1.46e+08	72	"Wire included"	"∆hcn"	"No DMSO"	1.71e+08	24515301.3442625	104250000	65493175.6796543
"72-1.4-H"	"2025-07-10_72hr_Wire+10%inoc∆hcn_1_A-F"	1.8	3	195	0.1	1e+05	1.95e+08	72	"Wire included"	"∆hcn"	"No DMSO"	1.71e+08	24515301.3442625	104250000	65493175.6796543
"72-2.1-H"	"2025-07-10_72hr_NoWire+10%inoc∆hcn_2_A-F"	2.5	1	59	0.1	1e+07	5.9e+09	72	"No wire"	"∆hcn"	"No DMSO"	6066666666.66667	152752523.165195	8.95e+09	3069942255.89757
"72-2.1-H"	"2025-07-10_72hr_NoWire+10%inoc∆hcn_2_A-F"	2.5	2	61	0.1	1e+07	6.1e+09	72	"No wire"	"∆hcn"	"No DMSO"	6066666666.66667	152752523.165195	8.95e+09	3069942255.89757
"72-2.1-H"	"2025-07-10_72hr_NoWire+10%inoc∆hcn_2_A-F"	2.5	3	62	0.1	1e+07	6.2e+09	72	"No wire"	"∆hcn"	"No DMSO"	6066666666.66667	152752523.165195	8.95e+09	3069942255.89757
"72-2.2-H"	"2025-07-10_72hr_NoWire+10%inoc∆hcn_2_A-F"	2.6	1	86	0.1	1e+07	8.6e+09	72	"No wire"	"∆hcn"	"No DMSO"	13866666666.6667	5749202843.29344	8.95e+09	3069942255.89757
"72-2.2-H"	"2025-07-10_72hr_NoWire+10%inoc∆hcn_2_A-F"	2.6	2	200	0.1	1e+07	2e+10	72	"No wire"	"∆hcn"	"No DMSO"	13866666666.6667	5749202843.29344	8.95e+09	3069942255.89757
"72-2.2-H"	"2025-07-10_72hr_NoWire+10%inoc∆hcn_2_A-F"	2.6	3	130	0.1	1e+07	1.3e+10	72	"No wire"	"∆hcn"	"No DMSO"	13866666666.6667	5749202843.29344	8.95e+09	3069942255.89757
"72-2.3-H"	"2025-07-10_72hr_NoWire+10%inoc∆hcn_2_A-F"	2.7	1	58	0.1	1e+07	5.8e+09	72	"No wire"	"∆hcn"	"No DMSO"	7.9e+09	3296968304.36691	8.95e+09	3069942255.89757
"72-2.3-H"	"2025-07-10_72hr_NoWire+10%inoc∆hcn_2_A-F"	2.7	2	117	0.1	1e+07	1.17e+10	72	"No wire"	"∆hcn"	"No DMSO"	7.9e+09	3296968304.36691	8.95e+09	3069942255.89757
"72-2.3-H"	"2025-07-10_72hr_NoWire+10%inoc∆hcn_2_A-F"	2.7	3	62	0.1	1e+07	6.2e+09	72	"No wire"	"∆hcn"	"No DMSO"	7.9e+09	3296968304.36691	8.95e+09	3069942255.89757
"72-2.4-H"	"2025-07-10_72hr_NoWire+10%inoc∆hcn_2_A-F"	2.8	1	80	0.1	1e+07	8e+09	72	"No wire"	"∆hcn"	"No DMSO"	7966666666.66667	3550117368.95181	8.95e+09	3069942255.89757
"72-2.4-H"	"2025-07-10_72hr_NoWire+10%inoc∆hcn_2_A-F"	2.8	2	115	0.1	1e+07	1.15e+10	72	"No wire"	"∆hcn"	"No DMSO"	7966666666.66667	3550117368.95181	8.95e+09	3069942255.89757
"72-2.4-H"	"2025-07-10_72hr_NoWire+10%inoc∆hcn_2_A-F"	2.8	3	44	0.1	1e+07	4.4e+09	72	"No wire"	"∆hcn"	"No DMSO"	7966666666.66667	3550117368.95181	8.95e+09	3069942255.89757
"168-1.1-H"	"2025-07-14_168hr_Wire+10%inoc∆hcn_1_A-F"	1.5	1	21	0.1	10000	2100000	168	"Wire included"	"∆hcn"	"No DMSO"	2366666.66666667	305505.046330389	8833333.33333333	5228592.71871331
"168-1.1-H"	"2025-07-14_168hr_Wire+10%inoc∆hcn_1_A-F"	1.5	2	27	0.1	10000	2700000	168	"Wire included"	"∆hcn"	"No DMSO"	2366666.66666667	305505.046330389	8833333.33333333	5228592.71871331
"168-1.1-H"	"2025-07-14_168hr_Wire+10%inoc∆hcn_1_A-F"	1.5	3	23	0.1	10000	2300000	168	"Wire included"	"∆hcn"	"No DMSO"	2366666.66666667	305505.046330389	8833333.33333333	5228592.71871331
"168-1.2-H"	"2025-07-14_168hr_Wire+10%inoc∆hcn_1_A-F"	1.6	1	91	0.1	10000	9100000	168	"Wire included"	"∆hcn"	"No DMSO"	8366666.66666667	642910.050732864	8833333.33333333	5228592.71871331
"168-1.2-H"	"2025-07-14_168hr_Wire+10%inoc∆hcn_1_A-F"	1.6	2	79	0.1	10000	7900000	168	"Wire included"	"∆hcn"	"No DMSO"	8366666.66666667	642910.050732864	8833333.33333333	5228592.71871331
"168-1.2-H"	"2025-07-14_168hr_Wire+10%inoc∆hcn_1_A-F"	1.6	3	81	0.1	10000	8100000	168	"Wire included"	"∆hcn"	"No DMSO"	8366666.66666667	642910.050732864	8833333.33333333	5228592.71871331
"168-1.3-H"	"2025-07-14_168hr_Wire+10%inoc∆hcn_1_A-F"	1.7	1	85	0.1	10000	8500000	168	"Wire included"	"∆hcn"	"No DMSO"	8166666.66666667	351188.458428425	8833333.33333333	5228592.71871331
"168-1.3-H"	"2025-07-14_168hr_Wire+10%inoc∆hcn_1_A-F"	1.7	2	82	0.1	10000	8200000	168	"Wire included"	"∆hcn"	"No DMSO"	8166666.66666667	351188.458428425	8833333.33333333	5228592.71871331
"168-1.3-H"	"2025-07-14_168hr_Wire+10%inoc∆hcn_1_A-F"	1.7	3	78	0.1	10000	7800000	168	"Wire included"	"∆hcn"	"No DMSO"	8166666.66666667	351188.458428425	8833333.33333333	5228592.71871331
"168-1.4-H"	"2025-07-14_168hr_Wire+10%inoc∆hcn_1_A-F"	1.8	1	175	0.1	10000	17500000	168	"Wire included"	"∆hcn"	"No DMSO"	16433333.3333333	3330665.59914581	8833333.33333333	5228592.71871331
"168-1.4-H"	"2025-07-14_168hr_Wire+10%inoc∆hcn_1_A-F"	1.8	2	127	0.1	10000	12700000	168	"Wire included"	"∆hcn"	"No DMSO"	16433333.3333333	3330665.59914581	8833333.33333333	5228592.71871331
"168-1.4-H"	"2025-07-14_168hr_Wire+10%inoc∆hcn_1_A-F"	1.8	3	191	0.1	10000	19100000	168	"Wire included"	"∆hcn"	"No DMSO"	16433333.3333333	3330665.59914581	8833333.33333333	5228592.71871331
"168-2.1-H"	"2025-07-14_168hr_NoWire+10%inoc∆hcn_2_A-F"	2.5	1	70	0.1	1e+07	7e+09	168	"No wire"	"∆hcn"	"No DMSO"	8066666666.66667	1101514109.45722	7.2e+09	1536820803.41795
"168-2.1-H"	"2025-07-14_168hr_NoWire+10%inoc∆hcn_2_A-F"	2.5	2	92	0.1	1e+07	9.2e+09	168	"No wire"	"∆hcn"	"No DMSO"	8066666666.66667	1101514109.45722	7.2e+09	1536820803.41795
"168-2.1-H"	"2025-07-14_168hr_NoWire+10%inoc∆hcn_2_A-F"	2.5	3	80	0.1	1e+07	8e+09	168	"No wire"	"∆hcn"	"No DMSO"	8066666666.66667	1101514109.45722	7.2e+09	1536820803.41795
"168-2.2-H"	"2025-07-14_168hr_NoWire+10%inoc∆hcn_2_A-F"	2.6	1	45	0.1	1e+07	4.5e+09	168	"No wire"	"∆hcn"	"No DMSO"	5.9e+09	1276714533.48037	7.2e+09	1536820803.41795
"168-2.2-H"	"2025-07-14_168hr_NoWire+10%inoc∆hcn_2_A-F"	2.6	2	62	0.1	1e+07	6.2e+09	168	"No wire"	"∆hcn"	"No DMSO"	5.9e+09	1276714533.48037	7.2e+09	1536820803.41795
"168-2.2-H"	"2025-07-14_168hr_NoWire+10%inoc∆hcn_2_A-F"	2.6	3	70	0.1	1e+07	7e+09	168	"No wire"	"∆hcn"	"No DMSO"	5.9e+09	1276714533.48037	7.2e+09	1536820803.41795
"168-2.3-H"	"2025-07-14_168hr_NoWire+10%inoc∆hcn_2_A-F"	2.7	1	47	0.1	1e+07	4.7e+09	168	"No wire"	"∆hcn"	"No DMSO"	5666666666.66667	838649708.360608	7.2e+09	1536820803.41795
"168-2.3-H"	"2025-07-14_168hr_NoWire+10%inoc∆hcn_2_A-F"	2.7	2	62	0.1	1e+07	6.2e+09	168	"No wire"	"∆hcn"	"No DMSO"	5666666666.66667	838649708.360608	7.2e+09	1536820803.41795
"168-2.3-H"	"2025-07-14_168hr_NoWire+10%inoc∆hcn_2_A-F"	2.7	3	61	0.1	1e+07	6.1e+09	168	"No wire"	"∆hcn"	"No DMSO"	5666666666.66667	838649708.360608	7.2e+09	1536820803.41795
"168-2.4-H"	"2025-07-14_168hr_NoWire+10%inoc∆hcn_2_A-F"	2.8	1	80	0.1	1e+07	8e+09	168	"No wire"	"∆hcn"	"No DMSO"	9166666666.66667	2107921567.16832	7.2e+09	1536820803.41795
"168-2.4-H"	"2025-07-14_168hr_NoWire+10%inoc∆hcn_2_A-F"	2.8	2	79	0.1	1e+07	7.9e+09	168	"No wire"	"∆hcn"	"No DMSO"	9166666666.66667	2107921567.16832	7.2e+09	1536820803.41795
"168-2.4-H"	"2025-07-14_168hr_NoWire+10%inoc∆hcn_2_A-F"	2.8	3	116	0.1	1e+07	1.16e+10	168	"No wire"	"∆hcn"	"No DMSO"	9166666666.66667	2107921567.16832	7.2e+09	1536820803.41795
"0-1.1-DD"	"2025-09-02_0hr_Wire+10%inocDD_1_A-F"	11	1	66	0.1	1e+06	6.6e+08	0	"Wire included"	"∆phz∆hcn"	"No DMSO"	563333333.333333	119303534.454489	652500000	93399597.6890953
"0-1.1-DD"	"2025-09-02_0hr_Wire+10%inocDD_1_A-F"	11	2	43	0.1	1e+06	4.3e+08	0	"Wire included"	"∆phz∆hcn"	"No DMSO"	563333333.333333	119303534.454489	652500000	93399597.6890953
"0-1.1-DD"	"2025-09-02_0hr_Wire+10%inocDD_1_A-F"	11	3	60	0.1	1e+06	6e+08	0	"Wire included"	"∆phz∆hcn"	"No DMSO"	563333333.333333	119303534.454489	652500000	93399597.6890953
"0-1.2-DD"	"2025-09-02_0hr_Wire+10%inocDD_1_A-F"	12	1	64	0.1	1e+06	6.4e+08	0	"Wire included"	"∆phz∆hcn"	"No DMSO"	686666666.666667	89628864.398325	652500000	93399597.6890953
"0-1.2-DD"	"2025-09-02_0hr_Wire+10%inocDD_1_A-F"	12	2	63	0.1	1e+06	6.3e+08	0	"Wire included"	"∆phz∆hcn"	"No DMSO"	686666666.666667	89628864.398325	652500000	93399597.6890953
"0-1.2-DD"	"2025-09-02_0hr_Wire+10%inocDD_1_A-F"	12	3	79	0.1	1e+06	7.9e+08	0	"Wire included"	"∆phz∆hcn"	"No DMSO"	686666666.666667	89628864.398325	652500000	93399597.6890953
"0-1.3-DD"	"2025-09-02_0hr_Wire+10%inocDD_1_A-F"	13	1	41	0.1	1e+06	4.1e+08	0	"Wire included"	"∆phz∆hcn"	"No DMSO"	576666666.666667	147422295.91664	652500000	93399597.6890953
"0-1.3-DD"	"2025-09-02_0hr_Wire+10%inocDD_1_A-F"	13	2	69	0.1	1e+06	6.9e+08	0	"Wire included"	"∆phz∆hcn"	"No DMSO"	576666666.666667	147422295.91664	652500000	93399597.6890953
"0-1.3-DD"	"2025-09-02_0hr_Wire+10%inocDD_1_A-F"	13	3	63	0.1	1e+06	6.3e+08	0	"Wire included"	"∆phz∆hcn"	"No DMSO"	576666666.666667	147422295.91664	652500000	93399597.6890953
"0-1.4-DD"	"2025-09-02_0hr_Wire+10%inocDD_1_A-F"	14	1	86	0.1	1e+06	8.6e+08	0	"Wire included"	"∆phz∆hcn"	"No DMSO"	783333333.333333	115902257.671425	652500000	93399597.6890953
"0-1.4-DD"	"2025-09-02_0hr_Wire+10%inocDD_1_A-F"	14	2	84	0.1	1e+06	8.4e+08	0	"Wire included"	"∆phz∆hcn"	"No DMSO"	783333333.333333	115902257.671425	652500000	93399597.6890953
"0-1.4-DD"	"2025-09-02_0hr_Wire+10%inocDD_1_A-F"	14	3	65	0.1	1e+06	6.5e+08	0	"Wire included"	"∆phz∆hcn"	"No DMSO"	783333333.333333	115902257.671425	652500000	93399597.6890953
"0-2.1-DD"	"2025-09-02_0hr_NoWire+10%inocDD_2_A-F"	21	1	79	0.1	1e+06	7.9e+08	0	"No wire"	"∆phz∆hcn"	"No DMSO"	673333333.333333	102143689.640297	6.3e+08	76712766.1139167
"0-2.1-DD"	"2025-09-02_0hr_NoWire+10%inocDD_2_A-F"	21	2	63	0.1	1e+06	6.3e+08	0	"No wire"	"∆phz∆hcn"	"No DMSO"	673333333.333333	102143689.640297	6.3e+08	76712766.1139167
"0-2.1-DD"	"2025-09-02_0hr_NoWire+10%inocDD_2_A-F"	21	3	60	0.1	1e+06	6e+08	0	"No wire"	"∆phz∆hcn"	"No DMSO"	673333333.333333	102143689.640297	6.3e+08	76712766.1139167
"0-2.2-DD"	"2025-09-02_0hr_NoWire+10%inocDD_2_A-F"	22	1	54	0.1	1e+06	5.4e+08	0	"No wire"	"∆phz∆hcn"	"No DMSO"	576666666.666667	100166528.008778	6.3e+08	76712766.1139167
"0-2.2-DD"	"2025-09-02_0hr_NoWire+10%inocDD_2_A-F"	22	2	50	0.1	1e+06	5e+08	0	"No wire"	"∆phz∆hcn"	"No DMSO"	576666666.666667	100166528.008778	6.3e+08	76712766.1139167
"0-2.2-DD"	"2025-09-02_0hr_NoWire+10%inocDD_2_A-F"	22	3	69	0.1	1e+06	6.9e+08	0	"No wire"	"∆phz∆hcn"	"No DMSO"	576666666.666667	100166528.008778	6.3e+08	76712766.1139167
