"fasta"	"scaffold"	"gene_position"	"start_position"	"end_position"	"strandedness"	"rank"	"ko_id"	"kegg_hit"	"uniref_id"	"uniref_hit"	"uniref_taxonomy"	"uniref_RBH"	"uniref_identity"	"uniref_bitScore"	"uniref_eVal"	"Gene_name"	"Corrosion_genes_id"	"Corrosion_genes_hit"	"Corrosion_genes_RBH"	"Corrosion_genes_identity"	"Corrosion_genes_bitScore"	"Corrosion_genes_eVal"	"heme_regulatory_motif_count"
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2695	2994938	2996374	-1	"B"	"K00436"	"NAD-reducing hydrogenase large subunit [EC:1.12.1.2]"	"A0A2Z5SIF8_GEOSN"	"UniRef90_A0A2Z5SIF8 NAD-reducing hydrogenase HoxS subunit beta n=7 Tax=Geobacter TaxID=28231 RepID=A0A2Z5SIF8_GEOSN"	"Geobacter"	TRUE	0.957	963	9.85900000021356e-314	"hyaB"	"Q8EF87|Q8EF87_SHEON"	"Q8EF87|Q8EF87_SHEON Uptake hydrogenase large subunit OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=hyaB PE=3 SV=1"	FALSE	0.177	87	3.337e-20	0
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2701	3001119	3003194	-1	"B"	""	""	"Q749L8_GEOSL"	"UniRef90_Q749L8 Cytochrome c n=4 Tax=Geobacter sulfurreducens TaxID=35554 RepID=Q749L8_GEOSL"	"Geobacter sulfurreducens"	TRUE	1	1475	0	"omcN"	"Q39Y50|Q39Y50_GEOMG"	"Q39Y50|Q39Y50_GEOMG Lipoprotein cytochrome c OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=omcN PE=4 SV=2"	FALSE	0.226	68	2.644e-14	13
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2702	3003205	3003678	-1	"B"	""	""	"Q749L7_GEOSL"	"UniRef90_Q749L7 Lipoprotein cytochrome c n=4 Tax=Geobacter sulfurreducens TaxID=35554 RepID=Q749L7_GEOSL"	"Geobacter sulfurreducens"	TRUE	1	350	1.447e-107	"Gmet_0909"	"Q39X73|Q39X73_GEOMG"	"Q39X73|Q39X73_GEOMG Cytochrome c OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=Gmet_0909 PE=4 SV=1"	FALSE	0.366	77	2.947e-19	5
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2707	3007846	3010152	-1	"B"	""	""	"CYCC_GEOSL"	"UniRef90_Q749L1 C-type polyheme cytochrome OmcC n=4 Tax=Geobacter sulfurreducens TaxID=35554 RepID=CYCC_GEOSL"	"Geobacter sulfurreducens"	TRUE	0.985	1598	0	"Gmet_0913"	"Q39X69|Q39X69_GEOMG"	"Q39X69|Q39X69_GEOMG Lipoprotein cytochrome c OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=Gmet_0913 PE=4 SV=1"	FALSE	0.265	160	3.391e-42	12
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2708	3010187	3010882	-1	"B"	""	""	"Q749K4_GEOSL"	"UniRef90_Q749K4 Cytochrome c n=5 Tax=Geobacter TaxID=28231 RepID=Q749K4_GEOSL"	"Geobacter"	TRUE	1	519	1.154e-164	"Gmet_0912"	"Q39X70|Q39X70_GEOMG"	"Q39X70|Q39X70_GEOMG Cytochrome c OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=Gmet_0912 PE=4 SV=1"	TRUE	0.769	356	1.109e-114	8
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2711	3013385	3015619	-1	"B"	""	""	"CYCB_GEOSK"	"UniRef90_D7ALQ0 C-type polyheme cytochrome OmcB n=3 Tax=Geobacter sulfurreducens TaxID=35554 RepID=CYCB_GEOSK"	"Geobacter sulfurreducens"	TRUE	0.974	1528	0	"Gmet_0913"	"Q39X69|Q39X69_GEOMG"	"Q39X69|Q39X69_GEOMG Lipoprotein cytochrome c OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=Gmet_0913 PE=4 SV=1"	FALSE	0.236	164	9.744e-44	12
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2712	3015654	3016349	-1	"C"	""	""	"Q749K4_GEOSL"	"UniRef90_Q749K4 Cytochrome c n=5 Tax=Geobacter TaxID=28231 RepID=Q749K4_GEOSL"	"Geobacter"	FALSE	1	519	1.154e-164	"Gmet_0912"	"Q39X70|Q39X70_GEOMG"	"Q39X70|Q39X70_GEOMG Cytochrome c OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=Gmet_0912 PE=4 SV=1"	FALSE	0.769	356	1.109e-114	8
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2717	3019266	3019601	-1	"C"	"K08906"	"cytochrome c6"	"A0A2Z5SHG9_GEOSN"	"UniRef90_A0A2Z5SHG9 Cytochrome c6 n=4 Tax=Geobacter TaxID=28231 RepID=A0A2Z5SHG9_GEOSN"	"Geobacter"	FALSE	0.972	229	1.046e-66	"Gmet_0155"	"Q39ZC2|Q39ZC2_GEOMG"	"Q39ZC2|Q39ZC2_GEOMG Cytochrome c OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=Gmet_0155 PE=3 SV=1"	FALSE	0.655	123	3.294e-36	1
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2773	3080710	3082176	1	"B"	""	""	"Q749E2_GEOSL"	"UniRef90_Q749E2 Cytochrome c n=4 Tax=Geobacter TaxID=28231 RepID=Q749E2_GEOSL"	"Geobacter"	TRUE	0.99	1022	0	"Gmet_0679"	"Q39XV3|Q39XV3_GEOMG"	"Q39XV3|Q39XV3_GEOMG Cytochrome c OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=Gmet_0679 PE=4 SV=1"	TRUE	0.795	794	3.63e-261	5
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2785	3091629	3092666	1	"B"	"K00428"	"cytochrome c peroxidase [EC:1.11.1.5]"	"A0A2Z5SFV5_GEOSN"	"UniRef90_A0A2Z5SFV5 Cytochrome c551 peroxidase n=9 Tax=Geobacter TaxID=28231 RepID=A0A2Z5SFV5_GEOSN"	"Geobacter"	TRUE	0.956	695	2.193e-223	"macA"	"Q39R19|Q39R19_GEOMG"	"Q39R19|Q39R19_GEOMG Cytochrome c peroxidase OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=macA PE=4 SV=1"	FALSE	0.742	516	5.507e-168	2
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2856	3157970	3160102	-1	"B"	""	""	"Q748W9_GEOSL"	"UniRef90_Q748W9 Cytochrome c n=3 Tax=Geobacter sulfurreducens TaxID=35554 RepID=Q748W9_GEOSL"	"Geobacter sulfurreducens"	TRUE	0.977	1463	0	"Gmet_0571"	"Q39Y60|Q39Y60_GEOMG"	"Q39Y60|Q39Y60_GEOMG Cytochrome c OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=Gmet_0571 PE=4 SV=1"	FALSE	0.345	380	5.304e-115	14
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2857	3160218	3162899	-1	"B"	""	""	"Q748W8_GEOSL"	"UniRef90_Q748W8 Cytochrome c n=4 Tax=Geobacter sulfurreducens TaxID=35554 RepID=Q748W8_GEOSL"	"Geobacter sulfurreducens"	TRUE	0.987	1862	0	"Gmet_0571"	"Q39Y60|Q39Y60_GEOMG"	"Q39Y60|Q39Y60_GEOMG Cytochrome c OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=Gmet_0571 PE=4 SV=1"	FALSE	0.306	386	5.689e-115	19
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2858	3163002	3166118	-1	"B"	""	""	"Q748W7_GEOSL"	"UniRef90_Q748W7 Cytochrome c n=6 Tax=Geobacter sulfurreducens TaxID=35554 RepID=Q748W7_GEOSL"	"Geobacter sulfurreducens"	TRUE	0.976	2096	0	"omcO"	"Q39Y73|Q39Y73_GEOMG"	"Q39Y73|Q39Y73_GEOMG Cytochrome c OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=omcO PE=4 SV=1"	FALSE	0.477	898	3.087e-287	24
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2860	3169390	3170451	-1	"B"	""	""	"I7EF63_GEOSL"	"UniRef90_I7EF63 Cytochrome c n=4 Tax=Geobacter TaxID=28231 RepID=I7EF63_GEOSL"	"Geobacter"	TRUE	1	754	1.293e-243	"Gmet_0571"	"Q39Y60|Q39Y60_GEOMG"	"Q39Y60|Q39Y60_GEOMG Cytochrome c OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=Gmet_0571 PE=4 SV=1"	FALSE	0.265	112	4.734e-29	7
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2861	3170505	3173159	-1	"B"	""	""	"Q748W4_GEOSL"	"UniRef90_Q748W4 Lipoprotein cytochrome c n=6 Tax=Geobacter TaxID=28231 RepID=Q748W4_GEOSL"	"Geobacter"	TRUE	0.96	1786	0	"omcZ"	"Q74BG5|Q74BG5_GEOSL"	"Q74BG5|Q74BG5_GEOSL Cytochrome c OS=Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA) OX=243231 GN=omcZ PE=1 SV=1"	FALSE	0.23	69	2.859e-14	27
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2872	3182739	3191150	-1	"B"	""	""	"Q748V3_GEOSL"	"UniRef90_Q748V3 Lipoprotein cytochrome c n=7 Tax=Geobacter TaxID=28231 RepID=Q748V3_GEOSL"	"Geobacter"	TRUE	0.974	5748	0	"omcN"	"Q39Y50|Q39Y50_GEOMG"	"Q39Y50|Q39Y50_GEOMG Lipoprotein cytochrome c OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=omcN PE=4 SV=2"	TRUE	0.639	3617	0	27
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2873	3191195	3194134	-1	"B"	""	""	"Q748V2_GEOSL"	"UniRef90_Q748V2 Lipoprotein cytochrome c n=7 Tax=Geobacter TaxID=28231 RepID=Q748V2_GEOSL"	"Geobacter"	TRUE	0.995	2060	0	"Gmet_0580"	"Q39Y51|Q39Y51_GEOMG"	"Q39Y51|Q39Y51_GEOMG Cytochrome c OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=Gmet_0580 PE=4 SV=1"	TRUE	0.421	707	9.269e-223	16
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2886	3206796	3209936	-1	"B"	""	""	"Q748T9_GEOSL"	"UniRef90_Q748T9 Cytochrome c n=7 Tax=Geobacter TaxID=28231 RepID=Q748T9_GEOSL"	"Geobacter"	TRUE	1	2229	0	"omcO"	"Q39Y73|Q39Y73_GEOMG"	"Q39Y73|Q39Y73_GEOMG Cytochrome c OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=omcO PE=4 SV=1"	TRUE	0.714	1500	0	23
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2887	3209973	3210812	-1	"B"	""	""	"A0A0C1QR60_9BACT"	"UniRef90_A0A0C1QR60 Cytochrome C n=6 Tax=Geobacteraceae TaxID=213422 RepID=A0A0C1QR60_9BACT"	"Geobacteraceae"	TRUE	0.986	582	1.012e-185	"omcP"	"Q39Y74|Q39Y74_GEOMG"	"Q39Y74|Q39Y74_GEOMG Cytochrome c OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=omcP PE=4 SV=1"	FALSE	0.62	323	2.876e-102	4
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2908	3229900	3231153	-1	"B"	""	""	"Q748R7_GEOSL"	"UniRef90_Q748R7 Cytochrome c n=8 Tax=Geobacter TaxID=28231 RepID=Q748R7_GEOSL"	"Geobacter"	TRUE	1	910	1.679e-296	"Gmet_0170"	"Q39ZA7|Q39ZA7_GEOMG"	"Q39ZA7|Q39ZA7_GEOMG Cytochrome c OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=Gmet_0170 PE=4 SV=1"	FALSE	0.279	72	8.223e-16	10
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2909	3231098	3232969	-1	"B"	""	""	"Q748R6_GEOSL"	"UniRef90_Q748R6 Lipoprotein cytochrome c n=7 Tax=Geobacter TaxID=28231 RepID=Q748R6_GEOSL"	"Geobacter"	TRUE	1	1332	0	"Gmet_0170"	"Q39ZA7|Q39ZA7_GEOMG"	"Q39ZA7|Q39ZA7_GEOMG Cytochrome c OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=Gmet_0170 PE=4 SV=1"	FALSE	0.226	66	9.013e-14	12
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	2911	3233473	3234447	-1	"B"	""	""	"Q748R4_GEOSL"	"UniRef90_Q748R4 Cytochrome c n=11 Tax=Geobacteraceae TaxID=213422 RepID=Q748R4_GEOSL"	"Geobacteraceae"	TRUE	1	687	4.467e-221	"Gmet_0534"	"Q39Y97|Q39Y97_GEOMG"	"Q39Y97|Q39Y97_GEOMG Cytochrome c OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=Gmet_0534 PE=4 SV=1"	TRUE	0.87	587	9.476e-193	5
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	3106	3442740	3444515	1	"B"	""	""	"A0A2Z5SGF9_GEOSN"	"UniRef90_A0A2Z5SGF9 C-type multiheme cytochrome n=5 Tax=Geobacter TaxID=28231 RepID=A0A2Z5SGF9_GEOSN"	"Geobacter"	TRUE	0.975	1216	0	"Gmet_0170"	"Q39ZA7|Q39ZA7_GEOMG"	"Q39ZA7|Q39ZA7_GEOMG Cytochrome c OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=Gmet_0170 PE=4 SV=1"	TRUE	0.704	800	2.269e-261	9
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	3184	3523984	3525426	1	"B"	""	""	"Q747P7_GEOSL"	"UniRef90_Q747P7 Cytochrome c n=5 Tax=Geobacter sulfurreducens TaxID=35554 RepID=Q747P7_GEOSL"	"Geobacter sulfurreducens"	TRUE	1	1039	0	"dmsE"	"Q8EH05|Q8EH05_SHEON"	"Q8EH05|Q8EH05_SHEON Periplasmic decaheme cytochrome c DmsE OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=dmsE PE=4 SV=1"	FALSE	0.279	118	3.761e-30	13
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	3186	3532237	3533091	1	"B"	""	""	"Q747P4_GEOSL"	"UniRef90_Q747P4 Cytochrome c n=4 Tax=Geobacter sulfurreducens TaxID=35554 RepID=Q747P4_GEOSL"	"Geobacter sulfurreducens"	TRUE	0.986	551	8.363e-175	"Gmet_2896"	"Q39RL0|Q39RL0_GEOMG"	"Q39RL0|Q39RL0_GEOMG Cytochrome c OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=Gmet_2896 PE=4 SV=1"	FALSE	0.27	101	5.165e-26	4
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	3191	3538279	3539994	1	"B"	""	""	"Q747N9_GEOSL"	"UniRef90_Q747N9 Cytochrome c n=5 Tax=Geobacter sulfurreducens TaxID=35554 RepID=Q747N9_GEOSL"	"Geobacter sulfurreducens"	TRUE	0.999	1207	0	"Gmet_1867"	"Q39UH8|Q39UH8_GEOMG"	"Q39UH8|Q39UH8_GEOMG nitrite reductase (cytochrome; ammonia-forming) OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=Gmet_1867 PE=3 SV=1"	FALSE	0.257	130	1.594e-33	10
"Geobacter_sulfurreducens_PCA"	"AE017180.2"	3323	3694809	3697100	1	"B"	""	""	"A0A2Z5SH29_GEOSN"	"UniRef90_A0A2Z5SH29 Transcriptional regulatory protein ZraR n=5 Tax=Geobacter TaxID=28231 RepID=A0A2Z5SH29_GEOSN"	"Geobacter"	TRUE	0.957	1536	0	"hydA"	"Q8EAI2|Q8EAI2_SHEON"	"Q8EAI2|Q8EAI2_SHEON Periplasmic [Fe-Fe] hydrogenase large subunit HydA OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=hydA PE=4 SV=1"	FALSE	0.193	76	1.593e-16	0
"Methanosarcina_acetivorans_C2A"	"AE010299.1"	676	774913	776406	1	"B"	""	""	"Q8TSY5_METAC"	"UniRef90_Q8TSY5 Methanogenesis multiheme c-type cytochrome n=8 Tax=Methanosarcina TaxID=2207 RepID=Q8TSY5_METAC"	"Methanosarcina"	TRUE	1	1058	0	"MA_0658"	"Q8TSY5|Q8TSY5_METAC"	"Q8TSY5|Q8TSY5_METAC Methanogenesis multiheme c-type cytochrome OS=Methanosarcina acetivorans (strain ATCC 35395 / DSM 2834 / JCM 12185 / C2A) OX=188937 GN=MA_0658 PE=4 SV=1"	TRUE	1	1058	0	5
"Methanosarcina_acetivorans_C2A"	"AE010299.1"	1001	1165686	1167062	1	"B"	"K00440"	"coenzyme F420 hydrogenase subunit alpha [EC:1.12.98.1]"	"A0A832P8H4_9EURY"	"UniRef90_A0A832P8H4 Coenzyme F420 hydrogenase subunit alpha n=9 Tax=Methanosarcina TaxID=2207 RepID=A0A832P8H4_9EURY"	"Methanosarcina"	TRUE	0.932	892	2.245e-289	"hyaB"	"Q8EF87|Q8EF87_SHEON"	"Q8EF87|Q8EF87_SHEON Uptake hydrogenase large subunit OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=hyaB PE=3 SV=1"	FALSE	0.202	120	6.72e-31	0
"Methanosarcina_acetivorans_C2A"	"AE010299.1"	1177	1350045	1351832	1	"B"	"K14068"	"methanophenazine hydrogenase, large subunit [EC:1.12.98.3]"	"A0A0E3NLD8_9EURY"	"UniRef90_A0A0E3NLD8 Methanophenazine hydrogenase large subunit n=16 Tax=Methanosarcina TaxID=2207 RepID=A0A0E3NLD8_9EURY"	"Methanosarcina"	TRUE	0.924	1152	0	"hyaB"	"Q8EF87|Q8EF87_SHEON"	"Q8EF87|Q8EF87_SHEON Uptake hydrogenase large subunit OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=hyaB PE=3 SV=1"	FALSE	0.274	226	1.135e-64	0
"Methanosarcina_acetivorans_C2A"	"AE010299.1"	1182	1356455	1358245	1	"B"	"K14068"	"methanophenazine hydrogenase, large subunit [EC:1.12.98.3]"	"A0A0E3NLE7_9EURY"	"UniRef90_A0A0E3NLE7 Methanophenazine hydrogenase large subunit n=7 Tax=Methanosarcina TaxID=2207 RepID=A0A0E3NLE7_9EURY"	"Methanosarcina"	TRUE	0.941	1178	0	"hyaB"	"Q8EF87|Q8EF87_SHEON"	"Q8EF87|Q8EF87_SHEON Uptake hydrogenase large subunit OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=hyaB PE=3 SV=1"	FALSE	0.261	210	2.667e-59	1
"Methanosarcina_acetivorans_C2A"	"AE010299.1"	3077	3632437	3633543	-1	"B"	"K00428"	"cytochrome c peroxidase [EC:1.11.1.5]"	"A0A0E3PE63_9EURY"	"UniRef90_A0A0E3PE63 Cytochrome c551 peroxidase n=5 Tax=Methanosarcina TaxID=2207 RepID=A0A0E3PE63_9EURY"	"Methanosarcina"	TRUE	0.931	720	1.535e-231	"macA"	"Q74FY6|Q74FY6_GEOSL"	"Q74FY6|Q74FY6_GEOSL Cytochrome c peroxidase OS=Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA) OX=243231 GN=macA PE=1 SV=1"	FALSE	0.26	104	3.24e-26	2
"Methanosarcina_acetivorans_C2A"	"AE010299.1"	3928	4613372	4614754	1	"B"	""	""	"Q8TJP0_METAC"	"UniRef90_Q8TJP0 Uncharacterized protein n=5 Tax=Methanosarcina TaxID=2207 RepID=Q8TJP0_METAC"	"Methanosarcina"	TRUE	0.988	845	4.665e-273	"Gmet_0679"	"Q39XV3|Q39XV3_GEOMG"	"Q39XV3|Q39XV3_GEOMG Cytochrome c OS=Geobacter metallireducens (strain ATCC 53774 / DSM 7210 / GS-15) OX=269799 GN=Gmet_0679 PE=4 SV=1"	FALSE	0.29	181	9.535e-51	5
"Pseudomonas_chlororaphis_aureofaciens_WT"	"contig_1"	3083	3419665	3420618	-1	"B"	"K00428"	"cytochrome c peroxidase [EC:1.11.1.5]"	"A0A3G7JI67_9PSED"	"UniRef90_A0A3G7JI67 Cytochrome c551 peroxidase n=52 Tax=Pseudomonadaceae TaxID=135621 RepID=A0A3G7JI67_9PSED"	"Pseudomonadaceae"	TRUE	0.956	639	1.173e-204	"macA"	"Q74FY6|Q74FY6_GEOSL"	"Q74FY6|Q74FY6_GEOSL Cytochrome c peroxidase OS=Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA) OX=243231 GN=macA PE=1 SV=1"	FALSE	0.409	211	8.702e-63	2
"Pseudomonas_chlororaphis_aureofaciens_WT"	"contig_1"	5790	6477946	6478998	-1	"B"	"K03553"	"recombination protein RecA"	"RECA_PSEFL"	"UniRef90_Q01953 Protein RecA n=966 Tax=root TaxID=1 RepID=RECA_PSEFL"	"root"	TRUE	0.883	643	3.2e-205	"recA"	"Q8EBS0|RECA_SHEON"	"Q8EBS0|RECA_SHEON Protein RecA OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=recA PE=3 SV=1"	TRUE	0.736	490	9.945e-159	0
"Shewanella_oneidensis_MR1"	"AE014299.2"	905	1001534	1003324	-1	"B"	"K26318"	"fumarate reductase (cytochrome) [EC:1.3.2.4]"	"FRDA_SHEON"	"UniRef90_P83223 Fumarate reductase flavoprotein subunit n=72 Tax=Shewanellaceae TaxID=267890 RepID=FRDA_SHEON"	"Shewanellaceae"	TRUE	0.949	1189	0	"cctA"	"Q8EDL6|Q8EDL6_SHEON"	"Q8EDL6|Q8EDL6_SHEON Periplasmic tetraheme cytochrome c CctA OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=cctA PE=1 SV=1"	FALSE	0.399	75	1.844e-16	4
"Shewanella_oneidensis_MR1"	"AE014299.2"	1330	1488152	1489168	1	"B"	""	""	"Q8EH05_SHEON"	"UniRef90_Q8EH05 Periplasmic decaheme cytochrome c DmsE n=22 Tax=Shewanellaceae TaxID=267890 RepID=Q8EH05_SHEON"	"Shewanellaceae"	TRUE	1	698	1.269e-224	"dmsE"	"Q8EH05|Q8EH05_SHEON"	"Q8EH05|Q8EH05_SHEON Periplasmic decaheme cytochrome c DmsE OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=dmsE PE=4 SV=1"	TRUE	1	698	4.644e-231	10
"Shewanella_oneidensis_MR1"	"AE014299.2"	1331	1489183	1491171	1	"B"	""	""	"Q8EH04_SHEON"	"UniRef90_Q8EH04 Extracellular dimethyl sulfoxide/manganese oxide reductase outer membrane translocase DmsF n=37 Tax=Shewanellaceae TaxID=267890 RepID=Q8EH04_SHEON"	"Shewanellaceae"	TRUE	0.975	1362	0	"mtrB"	"Q8CVD4|Q8CVD4_SHEON"	"Q8CVD4|Q8CVD4_SHEON Extracellular iron oxide respiratory system outer membrane component MtrB OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=mtrB PE=1 SV=1"	FALSE	0.369	428	6.273e-132	0
"Shewanella_oneidensis_MR1"	"AE014299.2"	1539	1746108	1748387	-1	"B"	""	""	"Q8EGE5_SHEON"	"UniRef90_Q8EGE5 Surface localized decaheme cytochrome c lipoprotein n=1 Tax=Shewanella oneidensis (strain MR-1) TaxID=211586 RepID=Q8EGE5_SHEON"	"Shewanella oneidensis (strain MR-1)"	TRUE	0.974	1559	0	"mtrF"	"Q8EG32|Q8EG32_SHEON"	"Q8EG32|Q8EG32_SHEON Extracellular respiratory system surface decaheme cytochrome c component MtrF OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=mtrF PE=1 SV=1"	FALSE	0.187	134	2.115e-34	10
"Shewanella_oneidensis_MR1"	"AE014299.2"	1638	1856172	1858265	-1	"B"	""	""	"Q8CVD4_SHEON"	"UniRef90_Q8CVD4 Extracellular iron oxide respiratory system outer membrane component MtrB n=41 Tax=Shewanellaceae TaxID=267890 RepID=Q8CVD4_SHEON"	"Shewanellaceae"	TRUE	0.963	1414	0	"mtrB"	"Q8CVD4|Q8CVD4_SHEON"	"Q8CVD4|Q8CVD4_SHEON Extracellular iron oxide respiratory system outer membrane component MtrB OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=mtrB PE=1 SV=1"	TRUE	0.963	1414	0	0
"Shewanella_oneidensis_MR1"	"AE014299.2"	1639	1858278	1859279	-1	"B"	""	""	"MTRA_SHEB8"	"UniRef90_P0DSN3 Multiheme cytochrome MtrA n=63 Tax=Shewanellaceae TaxID=267890 RepID=MTRA_SHEB8"	"Shewanellaceae"	TRUE	0.99	698	1.003e-224	"mtrA"	"Q8EG35|Q8EG35_SHEON"	"Q8EG35|Q8EG35_SHEON Extracelllular iron oxide respiratory system periplasmic decaheme cytochrome c component MtrA OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=mtrA PE=1 SV=1"	TRUE	1	722	2.25e-239	10
"Shewanella_oneidensis_MR1"	"AE014299.2"	1640	1859348	1861363	-1	"B"	""	""	"Q8EG34_SHEON"	"UniRef90_Q8EG34 Extracellular iron oxide respiratory system surface decaheme cytochrome c component MtrC n=5 Tax=Shewanella TaxID=22 RepID=Q8EG34_SHEON"	"Shewanella"	TRUE	0.973	1377	0	"mtrC"	"Q8EG34|Q8EG34_SHEON"	"Q8EG34|Q8EG34_SHEON Extracellular iron oxide respiratory system surface decaheme cytochrome c component MtrC OS=Shewanella oneidensis (strain ATCC 700550 / JCM 31522 / CIP 106686 / LMG 19005 / NCIMB 14063 / MR-1) OX=211586 GN=mtrC PE=1 SV=1"	TRUE	0.973	1377	0	10
